Sentence,Emotion 1,Emotion 2
Sir's birthday treat was a trip to the British Motor Museum and it turned into a treat for me too.,,
"Sitting at the viewpoint at the very top, Tinkers Shaft we felt on top of the world and enjoyed watching the world go by!!",Joy,
"Sitting in the nave waiting for the service to begin, it was lovely to look around and enjoy the peace and majesty of the building.",Joy,
So after a long wait and a while of planning my holiday and saving my money I was incredibly excited.,Anticipation,
"So bad don't waste your money, got evicted and shoved by staff, not what you expect on a night out, waste of money.",Anger,
So encourage all aeronautical passionate fans to support these wonderful volunteers to keep the Vulcan alive for all to see.,Trust,
"So feel it's only right to warn other families about how terrible it is here, so you don't waste your money like we did!",Disgust,
So glad we visited and enjoyed watching the children playing around the maypole - lovely.,Joy,
"So I hope you can see why we left, wasted our money and have come away feeling upset and frustrated.",Sadness,
"So I paid hoping that, as a trainee Geography teacher, it might offer some interesting scientific insights.",Anticipation,
So I went into the shop hoping to cure my shell-shocked state and the shop itself was like the remnants of a bargain bin.....,Disgust,
So if you have younger children they will enjoy it and if you go try the farm shop it has an excellent array of produce and meat,Joy,
"So many cool things are there both about Winston and about the war in general, and you definitely leave feeling like you had a good experience.",Joy,
"So much fun, great experience to learn / be taught be a professional and the support team were beyond helpful.",Joy,
So my advice is to pay for the cheaper seats and prepare to feel like a sardine!,Disgust,Anger
So then like I said the ride was lovely and the escorts as they were called were very sweet.,Joy,
So unpacked got the children ready to go out and explore as you could imagine the children were so excited!!,Anticipation,
"So what was good - beautiful setting, good treatments, very friendly staff and the food was quite good.",Joy,
"So when approaching it, you get a feel of the excitement and anticipation those boarding must have felt.",Surprise,
"So yes, a very pleasant way to break a journey, and you can feel virtuous afterwards too.",Anticipation,
"So, as an adult supervising a kid or two who're doing any of these, I felt stressed most of the time rather than watch my child having fun.",Anger,
"Some of it was really good, enjoyed the barber shop and had a good laugh at my partner in the court, but there were just too many queues.",Joy,
Some of the staff were not particularly helpful or authentic to the era they could have made it more educational in the shops not just take your money.,Sadness,
"Some of them look like they are about to hurl themselves from the ramparts, no doubt in suicidal despair at being forced to stand guard over such an edifice in perpetuity.",Disgust,
Some parts of the tower are very eerie and leave you feeling overwhelmed at the punishments that were dealt to those that died there.,Sadness,
Some very good slides which we enjoyed but to be honest it's very expensive and not worth the money you pay.,Anger,
"Sorry, I didn't enjoy my trip to this zoo and felt sad for the animals!",Sadness,
Spa girls are lovely and treatments very good gym staff and cleaners friendly and helpful.,Joy,
"Spa overall was very clean and relaxing, massages were also lovely, both came out feeling completely relaxed and at peace.",Trust,
"Spa was fabulous and a shout out to Joe , he was a true gentleman and very friendly and professional.",Trust,
"Spectacular trees, wonderful settings; labelling very good - which given the rarity of some of the species was extremely helpful.",Joy,
Spent a fortune in the sweet shop to sample sweets that tasted like they had been around for far too long.,Disgust,
"Squirrel reserve, should be called Tree reserve, 'cos that's all we seen trees trees n more trees.",Anger,
Staff are very nice but the added bonus is that there is a gorgeous shop with loads of treasures for birthday's and very good cards.,Surprise,
"Staff friendly and efficient, food good and best hot chocolate ever had.",Joy,
"Staff friendly and helpful, training (we had not done karting before) good and equipment excellent, all felt very safe.",Trust,
"Staff friendly, attentive and the system they have in place due to covid, is like a well oiled machine.",Trust,
"Staff friendly, good clean facility but team run off their feet and too many people to enjoy.",Trust,
Staff in the gift shop were very helpful and gave the children in our party boards for a Teddy Bear Hunt through the house.,Trust,
"Staff inside the gift shop very friendly, and the gift shop itself is very good too!",Trust,
"Staff inside were lovely really helpful, our kids loved the day it was a real treat for all.",Joy,
Staff inspired confidence with their friendly guidance and perfect choice of horse companion.,Trust,Joy
"Staff lovely and very helpful, enjoyable and felt very safe as staff were very professional and confident in what they were doing.",Trust,
Staff pleasant when approached but overall not that friendly or helpful about helping us get the best value for our money.,Disgust,
Staff seem friendly and happy enough and overall the park was reasonably well presented and clean.,Joy,
Staff were apologetic and we did get a discount off the food we did get served but this experience spoiled my day when it should have been a treat.,Sadness,
"Staff were friendly and helpful, spa treatments and leisure facilities perfect and food was fantastic.",Trust,
"Staff were helpful and friendly on arrival, serving us coffee while we filled out our medical forms and lunch order.",Trust,
"Staff were helpful but a bit robotic, and there was no warmth or welcome - it felt like dealing with humourless jobsworths - there was no passion for what they were doing.",Sadness,
Staff were kind and friendly and were all wearing masks where customers were required to wear masks which I thought was good.,Trust,
Staff were lovely n helpful n very pleasant to deal with from entering to leaving in the gift shop.,Trust,
Staff were really good - very friendly and helpful and we had to be rescued off one ride when it broke down and they were very quick and professional.,Joy,
"Staff were very friendly and helpful, park clean and well maintained and the food was lovely.",Trust,
"Staff were very friendly, helpful and clearly passionate; a credit to the National Trust.",Trust,
"Started out perfect, the kids were super excited to be ice skating as it was their first time and it was my son's birthday.",Anticipation,
"Stayed in the Manor for a weekend treat for my birthday and had the spa to hand, was very lovely, quiet, clean and friendly!",Joy,
"Still, we were in good spirits so had a chuckle and went to explore the house, hoping to get that traditional Tudor feel.",Trust,
Stop and enjoy the views at the cliff top where some kind friends have provided some benches in memory of loved ones.,Joy,
"Stunning scenery, friendly, happy staff and good clean toilets and shops and cafe.",Joy,
Subsequently the lack of urgency to tend to the injured casualty could have resulted in life changing injuries.,Sadness,
"Such a lovely place to visit with a beach, lovely buildings in such a lovely location and wonderful trees on the hill",Joy,
Such a personal and moving experience with dedicated volunteers who share their personal connections in powerful and personal ways.,Joy,Trust
Such a shame as we were looking to treat both children but both felt we did not want to spend our money in such circumstances so left.,Disgust,
Such a shame this lovely old building has fallen to rack and ruin.,Disgust,
Such a treat to finally visit this gorgeous Chocolate Shop and the great selection of chocolates and gifts.,Joy,
"Such an outstanding professional show filled with exceptional talent, very difficult to explain in words how brilliant the night out was.",,
"Sudbury Hall was also wonderful, nice grounds and not too intrusive with volunteers feeling the need to 'present'.",Joy,Trust
"Superb grounds and woodlands, very good picnic areas, really good cafe and gift shop.",Joy,
Surely at the start of the school Easter holiday you would have thought the Zoo would have been ready for visitors.,Disgust,
"Surely we should expect value for money and not be expected to be treated like cattle if we buy ""standard"" tickets?",Surprise,
"Surprisingly good work out, we were shattered after 10 minutes of blitzing it at the start then became more preservative.",Surprise,
"Surprisingly was my first time, was good as I expected although was surprised not to see some celebrities here.",Surprise,Joy
"Surprisingly, the kids enjoyed this, so afterwards we moved on up to the animals at the top of the slope hoping things were improving.",Surprise,
"Surroundings are lovely, however staff not very attentive, slow and felt like they weren't very happy doing the job.",Disgust,
Take a picnic and enjoy your day brilliant fun and will always be remembered until next time!,Anticipation,
"Take my advice, save your money and avoid this park like the plague.",Disgust,
"Take my word for it people, save your money and go to your local garden centre, no doubt you will have a better experience.",Anger,
Tasteful festival decorations make this a lovely place to shop and enjoy the great stores.,Joy,
Terrible experience and such a shame as we were looking forward to this visit and wanted to support the zoo.,Sadness,
Terrible staff will never ever come again all young and arrogant horrible way to treat young kids!!!!!,Anger,
"Thank you for good food and atmosphere, excellent service and smiles from staff who were more than happy to help",Joy,
"Thank You For The Wonderful Experience , I Hope You Don't Close I Would Like More People To Experience This Experience",Anticipation,
"Thank you to Zac and all your friendly, wonderful team - the passion you all show for these lucky animals is inspiring.",Trust,
"The ""zoo"" is laughable and to be honest a complete disgrace keeping animals in small cages!",Disgust,
The activities were the best part of the holiday - my children enjoyed them and the instructors were great.,Joy,
"The actual spa treatment was lovely, very professional, friendly staff, perfect massage.",Joy,
The adventure playground was very good despite some of it being temporarily out of action and provided some good entertainment.,,
"The ambience of the spa is very relaxed, walking into the spa you start to feel chilled and the layout is delightful.",Joy,
The arena was clean and felt safe as a lot of security present.,Trust,
The atmosphere in the cafe is very peaceful and it felt like we were welcome to stay as long as we wanted.,Trust,
"The atmosphere in the tunnel was lovely and the people friendly, everyone was there to enjoy themselves and we all felt together on our journey.",Joy,
The atmosphere inside the ground is good and stewards and police officer in attendance were jovial and pleasant enough.,Trust,
The atmosphere was friendly with the home supporters and made for a pleasant overall experience for the majority of supporters.,Joy,
The audio was excellent and nearly as good as a guided tour - for the money a really REALLY good deal.,,
The barbaric treatment of slaves is underlined by the contents of the display case of whips used to punish slaves.,Disgust,
"The bartenders on this night in particular were outstanding, friendly, happy to engage with their customers and to be honest the best staff in the building.",Trust,
The beds uncomfortable and the communication isn't what I expect when I am paying good money.,Anger,
The best rides that our children enjoyed were the tree tops rollercoaster and the log flumes both of which we went on multiple times.,,
The best thing about Beamish is that it has not been prettied up and it gives a genuine feel of what real life was like in a mining community.,Trust,
The best thing about this experience is the people - the volunteers are full of brilliant information and are so happy to impart it.,Trust,
The Big Cats are tortured by small children banging on the glass - it was terrible - I feel sorry for the animals.,Sadness,
The birthday party was good fun and the staff who accompanied us that time was friendly and helpful.,Joy,
The birthday treat was a massive disappointment and I feel very bad for putting my family through this experience.,Sadness,
The bookstore and gift shop is surprisingly large for such an attraction and the the number of books available is quite large.,Surprise,Joy
"The boys enjoyed the cavern, the ice-cream, the adventure playgrounds and the gift shop!",Joy,
The building is in a really peaceful area and felt very tranquil driving up the long path to the spa.,Joy,
"The cabin and overall facilities were good, the French crew were very pleasant and helpful and the food was surprisingly tasty.",Surprise,
"The cafe and the shop were also lovely - good coffee, and a lovely environment, with friendly, and helpful staff.",Joy,
"The cafe and toilets were very clean, staff very pleasant and helpful, but it was a very quiet day, with very few visitors and felt like we had the place to ourselves.",Surprise,
The cafe had a lovely relaxed feel but with the buzz of excitement of such a wonderful choice of board games.,Joy,
"The cafe has a lovely informal feel, the coffee was good and the cake was excellent.",Joy,
The cafe is also excellent serving good quality food by helpful accommodating staff.,Joy,
The cafe is lovely ran by a lovely team and good choice of food on the menu at good prices.,Joy,
The cafe provided a good selection of food and we did not feel that it was overpriced for our tea/coffees and cake.,Trust,
The cafe served good food and the staff were helpful and pleasant with smiling faces.,Joy,
"The cafe served lovely food, I had a coffee and a lovely lemon tart (yum!) and the shop was brilliant!",Joy,
The cafe served various foods both hot and cold which was nice and I feel that the hot food was value for money.,Joy,
"The cafe serves good, wholesome food and in good weather it is pleasant to eat on the terrace.",Joy,
The cafe upstairs served very good food which was also good value for money.,Joy,
"The cafe was a cold, clinical hospital type environment, the service was dreadful, the staff miserable but worst of all was the food!",Anger,
The cafe was clean and tidy with a respectable range of good simple food & pleasant and friendly staff.,Joy,
The cafe was good enough and there was lovely lady who was collecting rubbish but I have never felt so unwelcome.,Joy,
The cafe with a pleasant courtyard is a peaceful haven and the food and drink excellent quality and value with lovely staff.,Joy,
"The castle is lovely and well kept grounds, we had the pleasure of having a picnic at the top in the sun.",Joy,
The castle is nice and they have a hunt for the children to do which is fun and they receive a lovely medal at the end.,Surprise,
The castle quest treasure hunt is excellent for exciting and engaging young children on their exploration of the castle.,,
"The castle, is good, no doubt, lots to see, very large grounds, helpful and friendly staff.",Trust,
"The center itself is great, the equipment hire is good and the check in and getting equipment is good and the staff there really helpful.",Joy,
The centre was very busy with a coach tour and we found that no food was available only a (good) coffee machine.,Sadness,
"The changing rooms are very dirty, often lots of rubbish lying around and they smell so so bad!",Disgust,
"The characters are trapped by fear and inevitably turn in on themselves, dependent and evermore destructive.",Fear,
The children enjoyed changing money at the bank and buying sweets in the old fashioned sweet shop.,,
The children enjoyed ice cream from the shop and the chocolate owl was a delight!,Surprise,
"The children enjoyed it and because we were not a stressed as we had expected , we enjoyed it too, The roller coasters were fun.",Joy,
The children had a lovely time I just felt that after coming such a long way I expected more.,Joy,
"The children had a lovely time painting their master pieces, while we had a relaxing time watching them and enjoying a coffee.",Joy,
The children had a treasure hunt waiting for them in the room which led to some real treasure (sweets) and were fascinated by the decoration.,Surprise,
The children had a wonderful time and we had an even better time watching them enjoy themselves.,Trust,
"The children loved the playground and the shop, toilets were clean and it was good to see drinking water freely available to all.",Trust,
The children on board seemed to be enjoying it and with a total journey time of about an hour the risk of boredom is minimized.,Joy,
The children thoroughly enjoyed watching the sweets being made and my husband had most fun in the school playground!,Surprise,
"The chip shop is lovely, the arcade and entertainment for children is really good and not very expensive.",Trust,
The chocolate shop is lovely we bought two boxes of chocolates for presents Staff were lovely.,Joy,
The cinema is very old & worn & looked like it could do with a good clean up in general.,Disgust,
The clear feeling is that this is not so much an attempt at improving the visitor experience but a money spinning exercise.,Anger,
"The clubhouse is very good and the staff were pleasant and friendly, a few of us ate in the restaurant and the food and service was very good.",Joy,
The coach was very friendly and helpful and we always felt like we were in safe hands.,Joy,
The coffee shop was good and the staff in the gift shop were very helpful and knowledgeable about where we could have a good stride.,Trust,
The cooking fans were not working so the fat smell was awful our clothes smelt of chip fat when we got home.,Disgust,
The courtyard was disgusting with piles of dirty plates and horrid filthy tables.,Disgust,
The cove itself is pretty and unspoilt and had the unexpected bonus of a lovely cafe with seating on the harbour.,Surprise,
"The cream tea itself was very good, lovely scone with good jam and wonderful cream.",Surprise,
"The crew are happy to tell staff where they should or shouldn't stand, but seemingly not prepared to suggest masks should be worn.",Sadness,
The crush was awful and there was no point in taking part in the fight for space so my party cut their losses and left.,Anger,
"The day my friends and I spent at the spa was excellent with delicious food and a friendly, relaxing atmosphere.",Trust,
The Deep at Hull is a real 5 star experience with a proper restaurant serving real food.,Joy,
The desserts were not good and left us feeling as if it was a complete waste of money.,Anger,
"The detox massage was worth every penny and it felt so good, I really enjoyed it and my friend enjoyed his too.",Surprise,
The dinopark is a great addition providing entertainment for children in the form of an adventure playground.,Joy,
The driver arrived early on both of my journeys and I felt very safe in the knowledge that I would arrive at my destination on time.,Trust,
"The entertainment and kids activities at the hotel (when the park is not open) are very good, and the whole place does feel safe and friendly.",Joy,
The entire experience felt a little forced and felt as if it was all made to just get money from tourists.,Disgust,
The entrance is lovely really clean and modern with a shop; my friends and I love to browse the shops wherever we go.,Trust,
"The entrance to the spa also had a strong smell of cooked food, not what you would expect from a 5 star spa.",Disgust,
"The exhibits are brilliant and the building is wonderful, but just a shame the experience isn't the best due to poor visitor management.",Sadness,
The experience itself was fine cinema lovely and quiet due to schools back at school and staff were lovely.,Joy,
"The experience once the tour had started was brilliant, good fun, very informative, our tour guide Laura was brilliant.",Joy,
The experience was a birthday present for my husband - and to quote 'probably the best birthday present ever'!!,Surprise,
"The experience was disastrous for my mother as within 30 minutes she was tearful and distressed and asked to leave, as the paths were so bumpy.",Sadness,
"The experience was so relaxing and left us feeling so clean, we added on a foot and a head massage which were lovely too.",Trust,
The experience was very poor it felt like we were constantly sitting in a traffic jam with makes the whole experience tiring.,Disgust,
The facial treatment was very good and would have preferred the rest of the spa experience to be like this with the relaxation area to sit in.,Joy,
The facilities in the park are good & the entertainment area is clean with staff being very responsive.,Joy,
The fact that it is preserved so well is worthy of applause and congratulations and the claustrophobic nature of the house beggars belief.,Surprise,
"The farm and play area are very good , with lots for young children to do , our granddaughter really enjoyed the bouncy pillow too !",Joy,
"The farm has a friendly atmosphere, lovely staff and good drinks, it's a nice local with some nice art.",Joy,
The farm has become a favorite of ours and I'm excited to see the end results of the ongoing renovations that are happening!,Anticipation,
The farm itself is very nice with a good number of animals and a nice play area that keeps the younger children entertained.,Joy,
"The farm shop is excellent - it has fresh produce at a good price, and the shop owner is very friendly and helpful.",Joy,
"The feeling of peace and tranquillity was overwhelming, we sat at the top and watched the sun set was perfect.",Joy,
The ferry is big with plenty to do and the food on board is very good (the best bet is to book the buffet in advance).,Anticipation,
"The first couple of rooms are pretty good, with lovely furniture and a good ""feel"".",Joy,
"The first time we really enjoyed it and felt we got a good few bargains, and enjoyed the pizza restaurant.",Surprise,
"The first time we went I had to pay what felt like an exorbitant amount, considering I have three young children.",Anger,
The folk in the visitors centre were extremely friendly and helpful and happy to be introduced to the dog and offered him a treat.,Joy,
The food and drink hall on the top floor is lovely and have a large selection of goodies on offer which are perfect as gifts.,Joy,
The food in the cafe is of a delicious standard and very good value for money and the staff are always pleasant and helpful.,Trust,
"The food is genuine comfort food, stews, soups etc and to be honest the quality is really good.",Joy,Trust
The food is straightforward and good quality and the cocktails are apparently award winning and we heard the best in the county!,Surprise,
The food provided at the cafe was lovely and the setting where we ate it was delightful the sun came out and everything looked gorgeous.,Surprise,
The food was absolutely fabulous and presented like Michelin star food.,Surprise,
"The food was actually really good and the show was awesome, really good acts with good people.",Surprise,
The food was better than I expected and it has a relaxed friendly atmosphere with good drink and excellent value.,Surprise,
The food was excellent and the staff where brilliant I would suggest to anybody to visit the course as we enjoyed it.,Joy,
The food was excellent as always and the experience felt safe and friendly.,Trust,
"The food was excellent, the drinks were lovely and we definitely felt like valued guests of this wonderful house.",Joy,
"The food was fairly good and reasonable as far as these places go, the staff serving in there were very busy but very polite and helpful.",Trust,
"The food was lovely, the waitresses were so attentive and friendly and the dinner experience was altogether great no complaints!",Joy,Trust
The food was only okay at best and most of the food felt like it was taken from a freezer warmed up and served.,Disgust,
"The food was wonderful, the cream team was lovely and not bad value for money.",Joy,
The gardens had few visitors when we visited so it was very peaceful and a lovely place just to switch off and enjoy the beauty of mother nature.,Joy,
"The gardens used to be so lovely, I don't understand why Stockport council can't find the money to pay for their upkeep.",Anger,
"The gardens were a real treat and the Duchess Jean tearoom was such such good value for money, and the food excellent.",Joy,
"The gardens were lovely, and the tea room, clean and inviting, with friendly, helpful staff. I recommend a visit.",Trust,
"The gardens were very quiet and peaceful - daffodils in bloom, sun sparkling on the lakes ....... heavenly.",Joy,
"The gentleman at the counter, AND THIS REALLY WAS A GENTLEMAN IN EVERY SENSE OF THE WORD, Treated me with the utmost respect and dignity.",Trust,Joy
"The gentleman in the shop was very friendly and helpful, giving us some great advice on caring for our new trees.",Joy,
The gentleman proved to be excellent at his job as he found me the best ticket that would fit into my budget.,Trust,Joy
"The gift shop is good, our children were happy with their gifts & We were happy with the prices.",Joy,
The gift shop is wonderful and there are wonderful coffee shops with sweets.,Trust,
"The gift shop prices were extortionate, far greater than your usual high prices you expect at a gift shop.",Disgust,
The gift shop provided much entertainment as we marveled at the prices of the goods.,Surprise,
"The gift shop was surprisingly good value for money, not over priced.",Surprise,
"The gift shop was very good, which made it feel like the whole thing is a pre-curser to the shop...",Surprise,
The giraffe had badly hurt it's head and was bleeding down it's face and the whole place had that feeling of sadness and depression.,Sadness,
The girls in the spa were lovely and friendly and the treatment therapists (I think were called Abi and Hannah) were fantastic!,Trust,
"The good - the cinema room itself is excellent, pretty comfortable, good sound, good lighting.",Joy,
"The good news is that this is a clean environment, the bikes are well maintained, shoes are provided and the music is pretty good.",Joy,
"The good: the spa treatments were excellent, and were provided by helpful, friendly and professional staff in a lovely relaxing area.",Joy,
"The ground under the slides was so worn that the children fell off the end onto the hard, exposed ground protection matting and hurt themselves.",Sadness,
"The grounds and property are gorgeous, the guides are really lovely and helpful and clearly have a genuine love of the property and trust.",Surprise,
The grounds are lovely and the ground staff do a very good job in keeping the areas clean.,Joy,
"The grounds are lovely and the staff could not be faulted, I just felt there should have been some more up market food as opposed to the cafe that was on offer.",Sadness,
"The grounds are lovely and well kept and therefore there were a few people treating it like a park (sunbathing, reading, having a picnic).",Surprise,
"The grounds are pleasant, have fabulous trees and a lovely walled garden.",Trust,
The grounds are quite large and even though there were a few people about we felt quite secluded and enjoyed a peaceful lunch.,Joy,
The grounds here are lovely but don't bother trying to enjoy the house with the harpy like matrons staffing it.,Anticipation,
"The grounds look good, the signage at the entrance is good (more on that later) and the playground is brilliant.",Trust,
The grounds were immaculate as you would expect from a National Trust property and we had high hopes for the inside of the property.,Anticipation,
"The grounds were like an abandoned building sight, not a promising start to what I was hoping would be a great experience.",Surprise,
"The group of young children with their mothers where having a great time in the adventure play area, so lovely to see.",Joy,
"The guide on the tour was very very informative and helpful, and the volunteer guides we met in the grounds were knowledgeable and pleasant.",Joy,
"The guide was a pleasant, knowledgeable man who understood our confusion and imparted his profound learning in a generous and humorous manner.",Trust,Joy
The guide was lovely and very enthusiastic but it felt like a school trip.,Surprise,
The guide was very good and was very knowledgeable but couldn't help feeling like we had paid well over the odds for what we got from the tour.,Sadness,
"The guide, as well as the staff at both the shop and the restaurant were remarkably friendly and helpful.",Trust,
The guided tour of the castle was very good and found it provided a wonderful insight into the life of the Queen's mother.,Trust,
The guides were friendly and experienced and clearly enjoyed showing us around.,Trust,
The 'guides' were very - very - very enthusiastic a bit too much in my opinion and it felt a bit like we were being shepherded to the next part of the experience.,Anger,
"The guys running the dodgems and the bird of prey show were really friendly and helpful, a credit to your team.",Joy,
The history of musical machines is fascinating and their wonderful guide makes it a really wonderful experience.,Joy,
"The home was lovely and tour enjoyable; Very pretty and peaceful gardens to enjoy on a lovely, warm UK day.",Joy,Trust
"The Hop Farm was a happy place full of excitable children, friendly parents, activities and laughter.",Joy,
"The horses are obviously well-cared for and loved by a young, but excellent team, and I enjoyed my polish-up lesson immensely!",Joy,
The hotel and spa area was lovely the spa was small but it was very pleasent and the treatment that we received were very good and relaxing.,Joy,
The house and gardens are absolutely stunning and the court yard with the jewellery shop and gift shop is lovely.,Surprise,
The house and grounds are magical and we still feel like we have to pinch ourselves that we had the fortune of getting married here.,Surprise,
The house and grounds are quite lovely and the coffee shop and gift shop are well stocked and the employees there are very helpful.,Trust,
The house and grounds were well presented and the staff very helpful with advise on the vegetables and flowers grown in the gardens.,Trust,
"The house is a real national treasure and needs treating like one, not just as a way of making money.",Anticipation,
The house itself was lovely and all the helpers very friendly and offer excellent insights into the history of the place.,Joy,
The ice cream farm used to be about learning how the product was made (and enjoying it afterwards) but now it's just about milking the visitors for money.,Disgust,
The ice cream is lovely and well worth the money - my son was happy to spend his holiday money there.,Joy,
"The instructor, Andy, was brilliant with the children - really patient and made it good fun for them.",Joy,
The instructors are fun but still expect respect and my son's confidence in his ability is growing.,Trust,
"The instructors were friendly, knowledgeable and engaging and everything felt clean and Covid friendly.",Trust,
"The instructors were very professional and helpful, especially Thea who was very helpful and friendly.",Trust,
The karting is great fun and the children feel really grown up and excited at racing round the track.,Joy,
"The kids enjoyed all the rides, the playgrounds were a good break from waiting, and all left quite happy.",Joy,
"The kids enjoyed our picnic amidst the gorgeous trees and peaceful lake, then they had fun feeding the ducks.",Joy,
The kids enjoyed the lovely playground there and we enjoyed the scenic landscapes of the park.,Joy,
"The kids had fun and excitement, even adults enjoyed watching their children having fun.",Joy,
"The kids loved it in here, some good 2p machines, which from 2yr to 12yr enjoyed and staff friendly and ready to help.",Surprise,
"The ladies toilet facilities were absolutely disgusting - by midday when we used them, they were already dirty and smelt awful.",Disgust,
The lady behind the counter was very friendly and chatty and the adjoining gift shop next door had lovely gifts.,Trust,
"The lady in the shop was more customer friendly and the shop had lovely displays of art, pottery and craft work.",Trust,Joy
The lady working in the shop was very helpful and knowledgeable and provided suggestions based on what we liked or didn't like.,Trust,
The latest wheeze by the council was to provide rubbish bags for the public to use for a beach-clean; good luck with that initiative.,Surprise,Disgust
The lesson was rushed and the female instructor which we had for the lesson was impatient and it came across that she really didn't want to be there.,Disgust,
"The lesson was well taught, by a patient and very kind coach, who is clearly experienced in dealing with children.",Trust,
The lodges in the enchanted village are good also the food is good.,Trust,
The lunch was really lovely and the little spa restaurant was clean and the woman serving was attentive.,Trust,
"The lunch which was provided with the spa day was fantastic and filled the gap, the staff were friendly and attentive too.",Trust,
"The main restaurant provides excellent service and top class food, very happy with that both nights were there.",Trust,
The main ride the children really enjoyed was the pirate ship which was good fun.,Joy,
"The management are lovely, they are fun, happy and care about customers feeling comfortable and welcome in the pub.",Trust,
"The management have got greedy, I don't recommend even 1 star based on our experience this week.",Anger,Disgust
"The manager of the waffle delight store had no respect as he chatted about the same young girl to his mate, giggling away with no respect at all!!",Disgust,
"The massage I had was excellent; the member of staff Jo was a lovely girl and very professional and attentive, could not praise her enough.",Trust,
"The massage is amazing - a real treat, which felt like a true master with bags of experience.",Trust,Surprise
"The massage was wonderful; I could feel all my knots going pop pop pop, just what I needed!",Surprise,
"The men's toilets were filthy, with dirty sinks, stained floors and filthy cubicles and urinals.",Disgust,
The money we paid to get into the park plus paying for a sit-down meal for each child should lead to an enjoyable experience.,Anticipation,
"The moral of the story is, they are rude, tetchy, emotional, liars and the place is a filthy crowded sweat box.",Disgust,
The most pleasant and helpful staff were the Cleaners who were really good and could show some of the Restaurant staff how to treat customers.,Joy,
"The museum is disappointing more, it's very small, crowded and I feel it doesn't reflect the glory of this inspired character.",Sadness,
"The music is really good with a good young crowd, everyone was there to have a good time and enjoy the night.",Joy,
"The music is terrible, the drinks are overpriced, the staff are inefficient and unfriendly, and it seems to attract a certain kind of crowd.",Disgust,
"The needs to do something about it as the smell made me feel so ill when I walked in, to the point making me feel sick.",Disgust,
"The new show We are Stars was very good and we paid an additional £3 to watch a further show ""Astronaut"" which was also very good.",Surprise,
The night was just appalling and due to myself and friends not being treated very well we felt the atmosphere was awful.,Anger,
The one bad point is the absolutely disgusting smelling toilets that are so bad you can smell them in the outer corridor.,Disgust,
"The only disappointment was disrespectful dog walkers who do not pick up their waste or if they do, leave it on site in plastic bags on the ground.",Disgust,
The only slight disappointment was the cafe; I felt the choice of food on offer was limited and slightly overpriced.,Anger,
The only time my kids became excited during our visit is when they exited into the large gift shop and received an ice cream.,Surprise,
"The other best reason to visit, all the staff were friendly, helpful and passionate about providing an excellent customer service.",Trust,
"The other surprise was the arboretum, while there are trees there are no labels as to what they are which is a little frustrating when finding an interesting tree, but are unable to find out what it is.",Anger,
"The outside areas were scattered with food and rubbish, the toilets are a disgrace and smelt terrible.",Disgust,
"The oversold shows were sparse and the event was only saved by the dogs charities, clubs and site shows which provided the entertainment.",Surprise,
"The owner was excellent, and very patient with her team, although she was preparing all the food and supporting her waiting staff, she was excellent.",Joy,
The park felt safe and we felt comfortable letting the older two to run ahead.,Trust,
The park has a lovely atmosphere and we felt very honoured to be there during the 175th birthday celebrations.,Joy,
"The park has lost that feeling of fun and excitement, the staff don't seem too happy and not very interactive with the visitors.",Sadness,
"The park is good fun, I only wish visitors were treated with a little more respect.",Joy,
"The park is well fenced so felt safe for the dog to be off lead most of the time which was a bonus, she loved it!",Joy,
"The park is well laid out, nicely landscaped and felt like we were in the middle of trees, planting, grass all the time.",Surprise,
"The park itself is clean and has a lovely atmosphere, good for families and visitors looking for peace and quiet alike.",Trust,
The park seems endless and you can take a picnic and enjoy the quiet peaceful place.,Joy,Trust
"The park staff were excellent and helpful and the food and drink offer pretty good, if a little dear at times.",Joy,
The park was clean and tidy and we found a nice spot under the tree to enjoy our picnic.,Trust,
The park was good and the majority of the rides were good fun (even if the old ones did feel a little unsafe!!!),Joy,
The park was lovely; I hope all the money they are collecting off visitors to the area are paying for the upkeep.,Anticipation,
"The peace and tranquility while watching the sun go down then watching the lights of the hotels starting to come on, is lovely.",Joy,
The Peace Gardens is a place where people come to enjoy being together to just enjoy the entertainments provided by our Council.,Joy,
The perfect time to take to the pier is in summer for either the sun rise or sunset which are both spectacular sights for England.,,
The Picnic area is good but needs some tree shelter for hot days and to improve the Greenery.,Anticipation,Joy
The pier itself is lovely so we were hoping to enjoy a pleasant meal there this time.,Anticipation,
"The place has a unique smell to it, feels dirty and the girls I am with always feel like there are a lot of creepy guys there.",Disgust,
"The place itself was nice and clean, my friends' kids enjoyed it and it also served drinks and some food items.",Joy,
"The place was filthy, tables and chairs all sticky, toilet were disgusting and overall I felt ill being in a place like that.",Disgust,
The plan was to go and explore the local area after breakfast and come back for my birthday treat in the spa.,Anticipation,
The play park is good for the younger kids and the cafe and shop is good value for money.,Trust,
The playgrounds were very good indeed and the children enjoyed them and the shop for souvenirs was well priced with an excellent choice.,Joy,
The police have been informed and I would suggest keeping well clear from this company if you wish to remain alive.,Anger,
The pool is not what I expected at all I didn't book a spa to do lane swimming and having screaming children having lessons.,Disgust,
The poor maritime creatures were being cruelly fondled despite the signs telling you not to.,Surprise,
The presents themselves were surprisingly good and rescued an extra rating point over and above the minimum our day actually deserved.,Surprise,
The price felt a bit steep but I'm happy to pay when I feel the money goes to looking after the animals.,Joy,
